id,title,overview,genres,keywords,cast,director,runtime,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,media_type,number_of_seasons,number_of_episodes
31991,WWE NXT,Wrestlers will portray heroes or villains as they follow a series of events that build tension and culminate in a wrestling match or series of matches.,"['Action & Adventure', 'Drama', 'Reality']","['wrestling', 'sports entertainment']",[],"['Paul Levesque', 'Vince McMahon']",,2010-02-23,6.7,129,72.0731,/9nLBX5Bf7PW4FAaWJLXpFFdeTlV.jpg,/oNRJElhUimXVRqnyaJMDQjNkDyT.jpg,en,tv,20.0,892.0
5368,Lassie,"Lassie is the pet of Jeff Miller, an 11-year-old farm boy. The two become best friends and enjoy family adventures in the American countryside, teaching each other about love, nature and commitment.","['Action & Adventure', 'Drama', 'Family', 'Comedy']","['dog', 'boy and dog', 'lassie']","['Hugh Reilly', 'Josh Albee', 'Larry Pennell', 'Larry Wilcox']",['Robert Maxwell'],24.0,1954-09-12,6.285,72,56.2536,/vqbVr4fYRZb28ywczaidn29JJTA.jpg,/w9zV6lOILeqaOilJzI1Xa9NRhXY.jpg,en,tv,19.0,591.0
56570,Outlander,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.","['Drama', 'Sci-Fi & Fantasy']","['scotland', 'based on novel or book', 'magic', 'time travel', 'romance', '18th century', 'love story']","['Caitríona Balfe', 'Sam Heughan', 'Sophie Skelton', 'Richard Rankin', 'John Bell', 'David Berry', 'Charles Vandervaart', 'Izzy Meikle-Small']",['Ronald D. Moore'],,2014-08-09,8.201,2945,83.1515,/oftZNfyTVNU7IfOqoGLoT8MGvNs.jpg,/nf3Vlxm3C9U1aKUUQHmKFZmxPSc.jpg,en,tv,8.0,101.0
95480,Slow Horses,"Follow a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world's smoke and mirrors to defend England from sinister forces.","['Crime', 'Drama', 'Comedy']","['london, england', 'spy', 'based on novel or book', 'secret agent', 'terrorism', 'british spy', 'blunt', 'macabre', 'mi5', 'british intelligence', 'absurd']","['Gary Oldman', 'Jack Lowden', 'Kristin Scott Thomas', 'Hugo Weaving', 'Saskia Reeves', 'Christopher Chung', 'Rosalind Eleazar', 'Aimee-Ffion Edwards']",[],,2022-04-01,8.007,919,59.3807,/5RuZZIouptatjV96BdPmKmRsnGg.jpg,/bDfboQUb45Cv9MYyVBDZw8M8xSM.jpg,en,tv,6.0,36.0
21755,Pawn Stars,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",['Reality'],"['dysfunctional family', 'pawnshop', 'negotiator']","['Rick Harrison', 'Corey Harrison', 'Austin Lee Russell']",[],,2009-07-19,7.1,302,41.1378,/3YxmQmoSbv9bXHYWIEDztstZguC.jpg,/zzZzApaNDa2IxQUWo8x3Rbgs7iW.jpg,en,tv,24.0,680.0
5371,iCarly,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.","['Comedy', 'Family', 'Drama']","['brother', 'sister', 'friendship', 'friends', 'internet', 'sitcom', 'living with sibling']","['Miranda Cosgrove', 'Jennette McCurdy', 'Nathan Kress', 'Jerry Trainor', 'Noah Munck']",['Dan Schneider'],,2007-09-08,7.951,1566,40.7663,/zswxst53aM8g2LysdVbtQNJAiKM.jpg,/u3rph1KVUOKbOtrPIgCb27H08Fy.jpg,en,tv,6.0,107.0
138502,X-Men '97,"The X-Men, a band of mutants who use their uncanny gifts to protect a world that hates and fears them, are challenged like never before, forced to face a dangerous and unexpected new future.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']","['mutant', 'sequel', 'superhero', 'based on comic', 'super power', 'superhero team', 'discrimination', '1990s', 'tense']",[],[],,2024-03-20,8.683,835,103.1422,/2HKBc5UiFw8JrruHq8S1Y7TnlW0.jpg,/jIyEmnBrZtl6SEWyBoMO2hZnzMa.jpg,en,tv,2.0,19.0
97546,Ted Lasso,"Ted Lasso, an American football coach, moves to England when he's hired to manage a soccer team—despite having no experience. With cynical players and a doubtful town, will he get them to see the Ted Lasso Way?","['Drama', 'Comedy']","['england', 'male friendship', 'friendship', 'fish out of water', 'football (soccer)', 'american abroad', 'teammate', 'professional sports', 'football (soccer) team', 'workplace comedy', 'team owner', 'football (soccer) coach', 'optimist', 'coaching', 'nice guy', 'premier league']","['Jason Sudeikis', 'Hannah Waddingham', 'Jeremy Swift', 'Brett Goldstein', 'Brendan Hunt', 'Juno Temple', 'Tanya Reynolds', 'Jude Mack', 'Aisling Sharkey', 'Rex Hayes']","['Jason Sudeikis', 'Bill Lawrence', 'Brendan Hunt', 'Joe Kelly']",,2020-08-14,8.3,2528,158.1465,/uRHsiw1wLxPHFXkkv4Ix1s0O6f4.jpg,/gEQkOMmnJcoh9Hh1vk7fpVYnksR.jpg,en,tv,4.0,44.0
60694,Last Week Tonight with John Oliver,"A half-hour satirical look at the week in news, politics and current events.","['Talk', 'Comedy', 'News']","['political satire', 'global politics', 'late-night show', 'cliché', 'embarrassed']",['John Oliver'],['John Oliver'],,2014-04-27,7.78,827,64.8832,/fuuEjEr69uvRtGaQw70JfvdrUwb.jpg,/q31EEBycbOyX7GGJP4GTPI5WJRO.jpg,en,tv,13.0,372.0
120089,SPY x FAMILY,"A spy, an assassin and a telepath come together to pose as a family, each for their own reasons, while hiding their true identities from each other.","['Animation', 'Action & Adventure', 'Comedy']","['spy', 'assassin', 'adoption', 'strong woman', 'secret mission', 'secret organization', 'secret agent', 'espionage', 'slice of life', 'mind reading', 'based on manga', 'family', 'shounen', 'anime', 'found family']","['Takuya Eguchi', 'Atsumi Tanezaki', 'Saori Hayami', 'Kenichirou Matsuda']",[],24.0,2022-04-09,8.5,2321,59.0999,/7NAvPYPAu7MeHwP8E9sn81PqsRh.jpg,/lysUnU6V0VfcthDbviuVlIqgHOR.jpg,ja,tv,3.0,50.0
245026,Wizards Beyond Waverly Place,"Justin Russo has chosen to lead a normal, mortal life with his family, Giada, Roman and Milo. But when Justin's sister Alex brings Billie to his home seeking help, Justin realizes he must dust off his magical skills to mentor the wizard-in-training while also juggling his everyday responsibilities — and safeguarding the future of the Wizard World.","['Comedy', 'Sci-Fi & Fantasy', 'Family']","['sequel', 'nostalgic', 'wizard', 'suspenseful', 'cheerful']","['Janice LeAnn Brown', 'Alkaio Thiele', 'Max Matenko', 'Taylor Cora', 'Mimi Gianopulos', 'David Henrie']",['Todd J. Greenwald'],,2024-10-29,8.9,199,48.2097,/5hrBpjFzIqmN9k7QxEC610gwZGw.jpg,/TxicZcsiP9VHYXMYHm4IEHnwv9.jpg,en,tv,3.0,35.0
60708,Gotham,"Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?","['Drama', 'Crime', 'Sci-Fi & Fantasy']","['insane asylum', 'based on comic', 'super power', 'super villain', 'origin story']","['Ben McKenzie', 'Donal Logue', 'David Mazouz', 'Sean Pertwee', 'Robin Lord Taylor', 'Erin Richards', 'Camren Bicondova', 'Cory Michael Smith']",['Bruno Heller'],43.0,2014-09-22,7.598,3766,53.2826,/zLpSNnVoL2bjQdc1PcaHUPUzttP.jpg,/rbDFI2I1nMyJtX4Y3jJ4H1QRdRX.jpg,en,tv,5.0,100.0
113962,Lioness,"Cruz Manuelos, a rough-around-the-edges but passionate young Marine, is recruited to join the CIA's Lioness Engagement Team to help bring down a terrorist organization from within. Joe, the station chief of the Lioness program, is tasked with training, managing and leading her female undercover operatives.","['Drama', 'War & Politics']","['central intelligence agency (cia)', 'undercover agent', 'biting', 'us military', 'special ops', 'thoughtful', 'spy thriller', 'suspenseful', 'appreciative', 'compassionate', 'earnest', 'empathetic', 'urgent']","['Zoe Saldaña', 'Laysla De Oliveira', 'Dave Annable', 'Jill Wagner', 'LaMonica Garrett', 'James Jordan', 'Genesis Rodriguez', 'Michael Kelly', 'Austin Hébert', 'Jonah Wharton']",['Taylor Sheridan'],,2023-07-23,8.041,1332,321.7403,/rzpHPSEgPTpRs8EHbygwsOw7jC0.jpg,/4NBYDOnEjAzyuP7CMkD5s7fs44K.jpg,en,tv,3.0,24.0
60735,The Flash,"After being struck by lightning, CSI investigator Barry Allen awakens from a nine-month coma to discover he has been  granted the gift of super speed.  Teaming up with S.T.A.R. Labs, Barry takes on the persona of The Flash, the Fastest  Man Alive, to protect his city.","['Drama', 'Sci-Fi & Fantasy']","['speed', 'superhero', 'based on comic', 'super power', 'masked superhero', 'supervillain']","['Grant Gustin', 'Candice Patton', 'Danielle Panabaker', 'Danielle Nicolet', 'Kayla Compton', 'Brandon McKnight', 'Jon Cor']","['Geoff Johns', 'Greg Berlanti', 'Andrew Kreisberg']",,2014-10-07,7.75,11721,112.2583,/yZevl2vHQgmosfwUdVNzviIfaWS.jpg,/gFkHcIh7iE5G0oVOgpmY8ONQjhl.jpg,en,tv,9.0,184.0
95557,INVINCIBLE,"Mark Grayson is a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his seventeenth birthday, Mark begins to develop powers of his own and enters into his father's tutelage.","['Animation', 'Drama', 'Sci-Fi & Fantasy', 'Action & Adventure']","['anti hero', 'superhero', 'based on comic', 'alien', 'gore', 'super power', 'adult animation', 'teen superhero']","['Steven Yeun', 'Sandra Oh', 'J.K. Simmons']",[],,2021-03-25,8.637,5997,73.1394,/4tblBrslcKSifMVZ3TmtT2ukMor.jpg,/9qrroces8C6R9aKr08hACNPVXdZ.jpg,en,tv,5.0,32.0
226637,High Potential,"Morgan is a single mom with an exceptional mind, whose unconventional knack for solving crimes leads to an unusual and unstoppable partnership with a by-the-book seasoned detective.","['Drama', 'Crime', 'Mystery']","['intellectually gifted', 'remake', 'los angeles, california', 'single mother', 'murder investigation', 'lapd', 'criminal consultant', 'absurd']","['Kaitlin Olson', 'Daniel Sunjata', 'Judy Reyes', 'Javicia Leslie', 'Deniz Akdeniz', 'Amirah J', 'Matthew Lamb']",['Drew Goddard'],,2024-09-17,8.2,625,84.7386,/xCtaUDBUP1iKqtoqpHfeH1T2pWF.jpg,/yVP12H81dwaay5B7GVqgO893q2c.jpg,en,tv,3.0,32.0
60761,Ace of the Diamond,"Scouted for his potential, brash left-handed pitcher Eijun Sawamura joins baseball powerhouse Seido High to become the undisputed ace of the team.",['Animation'],"['competition', 'baseball', 'training', 'sports', 'high school sports', 'tournament', 'bromance', 'based on manga', 'school life', 'shounen', 'anime', 'japanese high school', 'bukatsu']","['Ryota Osaka', 'Takahiro Sakurai', 'Nobunaga Shimazaki', 'Natsuki Hanae', 'Shintaro Asanuma']",[],24.0,2013-10-06,7.9,75,43.1746,/wh9dA4w0iUMVpY7htFSiLDhLTYJ.jpg,/wq5ZykCAFrboIpz36O8pbrJG2dF.jpg,ja,tv,4.0,191.0
210268,Burn the House Down,"After her mother took the blame for a tragic fire 13 years ago, Anzu plots revenge by working as a housekeeper under a pseudonym for her icy stepmother.","['Drama', 'Mystery']","['revenge', 'infiltration', 'psychological thriller', 'based on manga', 'suspense', 'truth uncovering']","['Mei Nagano', 'Kyoka Suzuki', 'Yuri Tsunematsu', 'Michiko Kichise', 'Taishi Nakagawa', 'Asuka Kudo', 'Mitsuhiro Oikawa', 'Kie Kitano', 'Sakurako Konishi', 'Mari Hamada']",['Arisa Kaneko'],,2023-07-13,7.117,81,91.5014,/s4Ot7YP5GjEW8ggmjXbf79u6b2N.jpg,/g0UxlBGBBFTYgv4Gk2b3ZlZCjQa.jpg,ja,tv,1.0,8.0
77169,Cobra Kai,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.","['Action & Adventure', 'Drama', 'Comedy']","['california', 'martial arts', 'karate', 'sensei', 'sequel', 'rivalry', 'dojo', 'martial artist', 'spin off', 'nostalgic', 'father figure', 'frenemies', 'father son relationship', 'inspirational', 'heartfelt', 'action', 'rousing']","['William Zabka', 'Ralph Macchio', 'Courtney Henggeler', 'Xolo Maridueña', 'Tanner Buchanan', 'Mary Mouser', 'Peyton List', 'Jacob Bertrand', 'Gianni DeCenzo', 'Dallas Dupree Young']","['Josh Heald', 'Hayden Schlossberg', 'Jon Hurwitz']",,2018-05-02,8.199,6965,50.8801,/6GDW4EsgsXlYrL1ASb5eCHQK4er.jpg,/5NrSIzfcBOFI9HRGV4nRYgMGhDU.jpg,en,tv,6.0,65.0
1395,Gossip Girl,An exclusive group of privileged teens from a posh prep school on Manhattan's Upper East Side whose lives revolve around the blog of the all-knowing albeit ultra-secretive Gossip Girl.,['Drama'],"['upper class', 'new york city', 'based on novel or book', 'private school', 'high school', 'bullying', 'growing up', 'class differences', 'teenage romance', 'teen drama', 'satirical', 'based on young adult novel', 'soap', 'provocative', 'romantic', 'cheerful', 'pretentious']","['Blake Lively', 'Leighton Meester', 'Penn Badgley', 'Chace Crawford', 'Ed Westwick', 'Kaylee DeFer', 'Matthew Settle', 'Kelly Rutherford']","['Stephanie Savage', 'Josh Schwartz']",,2007-09-19,8.1,2338,56.4542,/mRvSUuU1VQQkZZ578jKJpcUCuL8.jpg,/5RWAjCYhu3D8Ai2QBYP7GjaxFb3.jpg,en,tv,6.0,121.0
1396,Breaking Bad,"Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.","['Drama', 'Crime']","['new mexico', 'drug dealer', 'narcissism', 'psychopath', 'terminal illness', 'outlaw', 'dark comedy', 'cancer', 'tragedy', 'drugs', 'criminal', 'meth lab', 'drug lord', 'high school teacher', 'dea agent', 'neo-western', 'albuquerque, new mexico', 'criminal lawyer', 'fall from grace', 'cartel', 'mexican cartel', 'male egos', 'crystal meth', 'dark', 'methamphetamine', 'thriller', 'violent', 'tortured genius']","['Bryan Cranston', 'Aaron Paul', 'Anna Gunn', 'RJ Mitte', 'Dean Norris', 'Betsy Brandt', 'Bob Odenkirk', 'Jonathan Banks']",['Vince Gilligan'],,2008-01-20,8.948,18368,157.2437,/anFx9aTOOYqgS3v7x3R84Kz67ly.jpg,/tsRy63Mu5cu8etL1X7ZLyf7UP1M.jpg,en,tv,5.0,62.0
95603,Kuruluş Osman,"The epic continuation of Diriliş Ertuğrul, Kuruluş Osman follows Osman Bey — son of Ertuğrul and destined founder of the Ottoman Empire — as he transforms a small Turkic tribe into a sovereign state. Battling the Byzantine Empire, Mongol forces and treachery from within, Osman must prove himself as both a warrior and a leader. A sweeping historical action drama built on faith, honour and the birth of one of history's greatest empires.","['War & Politics', 'Action & Adventure', 'Drama']","['politics', 'ottoman empire', 'turkish', 'ottoman', 'islamic history', 'osman ghazi', 'islamic kingdoms']","['Burak Özçivit', 'Özge Törer', 'Emre Bey', 'Ecem Sena Bayır', 'Ömer Faruk Aran', 'Belgin Şimşek', 'Leya Kırşan', 'Yiğit Uçan', 'Çağrı Şensoy', 'Begüm Çağla Taşkın']",['Mehmet Bozdağ'],120.0,2019-11-20,7.9,308,38.9672,/tu4BWsGFHcYDWulZwHxylA91vo0.jpg,/puLaqdcTRwFxwv9S3PO6jA3ep7J.jpg,tr,tv,6.0,194.0
1398,The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.","['Crime', 'Drama']","['new jersey', 'italian american', 'drug dealer', 'strip club', 'mafia boss', 'dysfunctional family', 'dysfunctional marriage', 'family relationships', 'organized crime', 'mafia', 'mobster', 'football (soccer)', 'psychiatrist', 'family', 'criminal organization', 'satirical', 'cosa nostra', 'dramatic', 'appreciative', 'excited', 'sympathetic', 'fascinating']","['James Gandolfini', 'Edie Falco', 'Jamie-Lynn Sigler', 'Robert Iler', 'Lorraine Bracco', 'Michael Imperioli', 'Steven Van Zandt', 'Tony Sirico', 'Dominic Chianese', 'Aida Turturro']",['David Chase'],,1999-01-10,8.672,3605,103.9903,/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg,/lNpkvX2s8LGB0mjGODMT4o6Up7j.jpg,en,tv,6.0,86.0
1399,Game of Thrones,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.","['Sci-Fi & Fantasy', 'Drama', 'Action & Adventure']","['based on novel or book', 'kingdom', 'dragon', 'king', 'intrigue', 'fantasy world']","['Peter Dinklage', 'Kit Harington', 'Nikolaj Coster-Waldau', 'Lena Headey', 'Emilia Clarke', 'Liam Cunningham', 'Maisie Williams', 'Isaac Hempstead Wright', 'Sophie Turner', 'John Bradley']","['David Benioff', 'D. B. Weiss']",,2011-04-17,8.469,27487,177.5621,/1XS1oqL89opfnbLl8WnZY1O1uJx.jpg,/2OMB0ynKlyIenMJWI2Dy9IWT4c.jpg,en,tv,8.0,73.0
1400,Seinfeld,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,['Comedy'],"['new york city', 'observational comedy', 'manhattan, new york city', 'sitcom', 'stand-up comedian', 'irreverent', 'sharp']","['Jerry Seinfeld', 'Jason Alexander', 'Michael Richards', 'Julia Louis-Dreyfus']","['Jerry Seinfeld', 'Larry David']",,1989-07-05,8.255,2408,76.5589,/aCw8ONfyz3AhngVQa1E2Ss4KSUQ.jpg,/tMRdEsMg9MyXAkcufK9YJEeIaNW.jpg,en,tv,9.0,180.0
1402,The Walking Dead,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,"['Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']","['post-apocalyptic future', 'gore', 'undead', 'survival', 'zombie', 'based on graphic novel', 'horror']","['Lauren Cohan', 'Norman Reedus', 'Jeffrey Dean Morgan', 'Melissa McBride', 'Christian Serratos', 'Seth Gilliam', 'Ross Marquand', 'Josh McDermitt', 'Khary Payton', 'Cooper Andrews']",['Frank Darabont'],,2010-10-31,8.084,18067,123.6909,/aN29llVoCFtBTwDZFtqdD9d8dHb.jpg,/rAOjnEFTuNysY7bot8zonhImGMh.jpg,en,tv,11.0,177.0
1403,Marvel's Agents of S.H.I.E.L.D.,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.","['Drama', 'Sci-Fi & Fantasy', 'Action & Adventure']","['secret government organization', 'superhero', 'based on comic', 'marvel cinematic universe (mcu)']","['Clark Gregg', 'Chloe Bennet', 'Elizabeth Henstridge', 'Ming-Na Wen', 'Henry Simmons', 'Natalia Cordova-Buckley', 'Jeff Ward']","['Joss Whedon', 'Jed Whedon', 'Maurissa Tancharoen']",,2013-09-24,7.5,3865,69.0062,/gHUCCMy1vvj58tzE3dZqeC9SXus.jpg,/iWopHyAvuIDjGX10Yc3nn6UEebW.jpg,en,tv,7.0,136.0
3452,Frasier,"After many years spent at the “Cheers” bar, Frasier moves back home to Seattle to work as a radio psychiatrist after his policeman father gets shot in the hip on duty.","['Comedy', 'Family']","['sibling relationship', 'radio station', 'radio', 'seattle, washington', 'radio presenter', 'psychiatrist', 'dog', 'family', 'widower', 'hometown', 'psychiatry', 'radio host', 'sitcom', 'father son relationship', 'brother brother relationship', 'hilarious', 'audacious', 'comforting', 'dignified']","['Kelsey Grammer', 'Jane Leeves', 'David Hyde Pierce', 'Peri Gilpin', 'John Mahoney', 'Moose', 'Enzo']","['David Angell', 'Peter Casey', 'David Clark Lee']",24.0,1993-09-16,7.698,914,65.0455,/gYAb6GCVEFsU9hzMCG5rxaxoIv3.jpg,/4FqKFhF4BrNsrK3EdRpVJofVqCp.jpg,en,tv,11.0,264.0
1405,Dexter,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.","['Crime', 'Drama', 'Mystery']","['miami, florida', 'based on novel or book', 'double life', 'homicide', 'vigilante', 'murder', 'serial killer', 'psychological thriller', 'killer', 'forensic science', 'murder investigation', 'crime investigation', 'dark secret', 'police department', 'neo-noir', 'dark', 'police procedural', 'psychological drama', 'violence', 'thriller', 'admiring']","['Michael C. Hall', 'Jennifer Carpenter', 'Geoff Pierson', 'David Zayas', 'James Remar', 'Aimee Garcia', 'Desmond Harrington', 'C.S. Lee']",['James Manos Jr.'],60.0,2006-10-01,8.242,5741,126.5236,/q8dWfc4JwQuv3HayIZeO84jAXED.jpg,/aSGSxGMTP893DPMCvMl9AdnEICE.jpg,en,tv,8.0,96.0
220542,The Apothecary Diaries,"Maomao lived a peaceful life with her apothecary father. Until one day, she's sold as a lowly servant to the emperor's palace. But she wasn't meant for a compliant life among royalty. So when imperial heirs fall ill, she decides to step in and find a cure! This catches the eye of Jinshi, a handsome palace official who promotes her. Now, she's making a name for herself solving medical mysteries!","['Animation', 'Drama', 'Mystery']","['detective', 'affectation', 'work', 'politics', 'female protagonist', 'maid', 'historical', 'royal court', 'lady in waiting', 'anime', 'medical', 'ancient china', 'critical', 'based on light novel', 'amused', 'audacious']","['Aoi Yuuki', 'Takeo Otsuka', 'Katsuyuki Konishi', 'Hina Kino', 'Yui Ishikawa']",[],23.0,2023-10-22,8.623,616,63.7467,/e3ojpANrFnmJCyeBNTinYwyBCIN.jpg,/gffVOVZ2Y9cmVIZ26Gt9ByMGCYH.jpg,ja,tv,1.0,49.0
1407,Homeland,"CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everything, including her personal well-being and even sanity, at every turn.","['Drama', 'War & Politics', 'Crime']","['central intelligence agency (cia)', 'war on terror', 'espionage', 'conspiracy', 'marine', 'psychological thriller', 'terrorism', 'national security', 'political thriller', 'political', 'psychological', 'conspiracy thriller', 'political conspiracy', 'absurd', 'hum', 'melodramatic']","['Claire Danes', 'Mandy Patinkin', 'Maury Sterling', 'Numan Acar', 'Nimrat Kaur', 'Linus Roache', 'Costa Ronin']","['Alex Gansa', 'Howard Gordon']",,2011-10-02,7.591,2654,80.895,/6GAvS2e6VIRsms9FpVt33PsCoEW.jpg,/391ixi0wVbFtFLQnOy8ZncWv2io.jpg,en,tv,8.0,96.0
1408,House,"Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.",['Drama'],"['medicine', 'drug addiction', 'misanthrophy', 'hospital', 'doctor', 'disease', 'patient', 'illness', 'taunting', 'diagnosis', 'medical drama', 'colleague', 'rare disease', 'thought provoking', 'medical', 'medical ethics', 'drug addict', 'symptom', 'excited', 'tortured genius']","['Hugh Laurie', 'Robert Sean Leonard', 'Omar Epps', 'Jesse Spencer', 'Odette Annable', 'Peter Jacobson', 'Lo Mutuc']",['David Shore'],44.0,2004-11-16,8.565,7785,150.6111,/3Cz7ySOQJmqiuTdrc6CY0r65yDI.jpg,/r0Q6eeN9L1ORL9QsV0Sg8ZV3vnv.jpg,en,tv,8.0,176.0
1409,Sons of Anarchy,"The Sons of Anarchy (SOA) are an outlaw motorcycle club with many charters in the United States and overseas. The show focused on the original and founding charter, Sons of Anarchy Motorcycle Club, Redwood Original, often referred to by the acronym SAMCRO, Sam Crow, or simply Redwood Charter. The charter operates both legal and illegal businesses in the small town of Charming, California. They combine gun-running and a garage, and involvement in porn film industry. Clay, the charter president, likes it old school and violent; while Jax, his stepson and the club's VP, has thoughts about changing the way things are done. Their conflict has effects on both the club and their personal relationship, especially when Jax goes on a personal quest to cleanse the SAMCRO name and image.","['Crime', 'Drama']","['outlaw', 'organized crime', 'motorcycle gang', 'criminal']","['Charlie Hunnam', 'Katey Sagal', 'Tommy Flanagan', 'Mark Boone Junior', 'Kim Coates', 'Theo Rossi', 'Dayton Callie', 'David Labrava', 'Drea de Matteo', 'Jimmy Smits']",['Kurt Sutter'],,2008-09-03,8.4,3342,75.7532,/kiy8BHtIHAslh81rvFcZ4wbNGdY.jpg,/mcgZDwhMlrFsfpbvCeg5RY5mhiu.jpg,en,tv,7.0,92.0
60802,The Last Ship,"Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone naval destroyer must find a way to pull humanity from the brink of extinction.","['Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']","['navy', 'post-apocalyptic future', 'survival', 'battleship', 'military', 'virus', 'pandemic']","['Eric Dane', 'Adam Baldwin', 'Charles Parnell', 'Travis Van Winkle', 'Marissa Neitling', 'Christina Elmore', 'Jocko Sims', 'Kevin Michael Martin', 'Bridget Regan', 'Bren Foster']","['Hank Steinberg', 'Steven Kane']",,2014-06-22,6.881,1063,84.4573,/xH529hDtPxhslAEeCrN7gD64ZMX.jpg,/yTUwiQLbr8gHDs8LuU28c8fBQFm.jpg,en,tv,5.0,56.0
1411,Person of Interest,"John Reese, former CIA paramilitary operative, is presumed dead and teams up with reclusive billionaire Finch to prevent violent crimes in New York City by initiating their own type of justice. With the special training that Reese has had in Covert Operations and Finch's genius software inventing mind, the two are a perfect match for the job that they have to complete. With the help of surveillance equipment, they work ""outside the law"" and get the right criminal behind bars. ","['Drama', 'Action & Adventure', 'Crime', 'Sci-Fi & Fantasy']","['new york city', 'artificial intelligence (a.i.)', 'anti hero', 'hacker', 'police', 'vigilante', 'surveillance', 'government agent', 'procedural', 'thoughtful', 'philosophical', 'lyrical', 'complex', 'police profiling', 'techno thriller', 'critical', 'admiring', 'amused']","['Jim Caviezel', 'Michael Emerson', 'Kevin Chapman', 'Amy Acker', 'Sarah Shahi']",['Jonathan Nolan'],,2011-09-22,8.1,2118,82.7023,/f8aIvYk5h7Z8EP3dinCmVgQFYow.jpg,/1UkDX6CK8hJ0oUtUycDTp5Vh9wO.jpg,en,tv,5.0,103.0
1412,Arrow,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","['Crime', 'Drama', 'Action & Adventure']","['superhero', 'based on comic', 'superhero team', 'masked vigilante']","['Stephen Amell', 'David Ramsey', 'Rick Gonzalez', 'Juliana Harkavy', 'Katherine McNamara', 'Ben Lewis', 'Joseph David-Jones', 'Katie Cassidy']","['Andrew Kreisberg', 'Greg Berlanti', 'Marc Guggenheim']",,2012-10-10,6.8,6431,84.6526,/u8ZHFj1jC384JEkTt3vNg1DfWEb.jpg,/wAFuDJfZJrnh6a1wf1Vt7PqYBvR.jpg,en,tv,8.0,170.0
